Filename,Row,Columm,Mode,System,Time_M2,Time_Jimmy,Time_Louise,Time_Thelma,ARI
year_OpenML,515345,90,SS,M2,227.8899419,615.3028431,793.7406676,719.9043265,-3.66E-06
compass_OpenML,16644,17,SS,M2,8.323149204,24.13713269,31.3782725,28.7231879,-4.36E-06
mobile_churn_OpenML,66469,65,SS,M2,163.6401639,458.1924589,600.2321212,540.6671015,-0.005534402
Credit_Card_Fraud_Detection_OpenML,284807,30,SS,M2,289.6755567,782.1240031,1008.939964,915.0850836,0.000429986
superconductivity_OpenML,21263,81,SS,M2,7.681781054,22.27716506,28.96031457,26.50982642,0.000793887
naval_propulsion_plant_OpenML,11934,14,SS,M2,1.957056999,5.479759597,7.178485072,6.466116325,0.015683337
video_transcoding_OpenML,68784,18,SS,M2,31.79259634,85.84001012,110.7336131,100.4328118,3.52E-05
wave_energy_OpenML,72000,48,SS,M2,14.06577301,40.79074173,53.02796425,48.54098266,2.35E-09
miami_housing_OpenML,13932,15,SS,M2,1.400490999,3.921374797,5.137000984,4.627222261,0.001251167
nyc_taxi_green_OpenML,581835,18,SS,M2,137.219631,370.4930037,477.9359748,433.4768143,0.004007836
kings_county_OpenML,21613,21,SS,M2,4.810947895,13.9517489,18.13727356,16.60258119,2.63E-05
health_insurance_OpenML,22272,11,SS,M2,17.60657001,49.29839603,64.5808988,58.17210731,0.013623606
online_shoppers_OpenML,12330,17,SS,M2,3.294898987,8.896227265,11.47613317,10.4085859,-0.000269719
Insurance_OpenML,23548,10,SS,M2,1.818629265,5.274024869,6.856232329,6.276089594,-4.50E-05
hcdr_OpenML,244280,69,SS,M2,45.22236967,126.6226351,165.8756519,149.4147094,-0.000100501
autos_OpenML,1000000,25,SS,M2,131.6256509,355.3892574,458.4521421,415.8054312,-0.00133702
SignMNIST_OpenML,34627,784,SS,M2,67.49792719,195.7439889,254.4671855,232.9353467,0.017902069
ATLAS-Higgs-Boson-Machine-Learning-Challenge-2014_OpenML,818238,30,SS,M2,162.6663449,455.4657657,596.6601531,537.4496035,0.004248625
Dota2-Games-Results-Data-Set_OpenML,102944,116,SS,M2,113.9641919,307.7033181,396.9372804,360.0128822,-0.000178008
Microsoft_OpenML,1200192,136,SS,M2,574.154618,1665.048392,2164.56291,1981.407587,0.002975129
