Filename,Referee,Time,ARI
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,DBSCAN,205.7972116,-6.98E-05
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,AP,200.154104,-0.023223616
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,K-Means,196.5020001,-0.023223616
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,DBSCAN,204.3749564,-0.000342845
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,AP,196.5677552,0.009411624
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,K-Means,190.8814411,0.006895833
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,DBSCAN,200.3763418,0.000286772
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,AP,196.9808621,0.016401287
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,K-Means,191.765125,0.016401287
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,DBSCAN,201.2866135,0.000577316
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,AP,185.4535015,0.316627119
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,183.2230885,0.316627119
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,187.1518197,0.003316652
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,AP,318.3439333,0.006354179
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,K-Means,312.6930168,0.001412557
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,DBSCAN,333.0748415,1.73E-06
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,AP,321.3818121,0.001318378
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,K-Means,317.6795831,0.000581223
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,DBSCAN,340.4263778,5.76E-07
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,AP,318.601722,0.017586192
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,K-Means,314.5267067,0.011945703
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,DBSCAN,332.046881,3.04E-05
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,AP,319.2877283,0.002442211
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,K-Means,318.2757459,0.001521296
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,DBSCAN,344.0510712,1.73E-06
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,AP,319.282903,0.006658781
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,K-Means,320.3050306,0.006658781
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,DBSCAN,318.8283436,0.003020699
BNG(autoHorse)_OpenML,AP,191.3520129,9.05E-09
BNG(autoHorse)_OpenML,K-Means,190.3705833,1.29E-08
BNG(autoHorse)_OpenML,DBSCAN,193.4888928,2.01E-11
BNG(autoPrice)_OpenML,AP,139.8691704,1.91E-08
BNG(autoPrice)_OpenML,K-Means,138.6554272,1.91E-08
BNG(autoPrice)_OpenML,DBSCAN,137.910527,2.40E-11
BNG(auto_price)_OpenML,AP,139.7719302,1.74E-08
BNG(auto_price)_OpenML,K-Means,137.8752093,1.74E-08
BNG(auto_price)_OpenML,DBSCAN,137.2161956,1.74E-08
BNG(autos)_OpenML,AP,184.3355854,0.003124248
BNG(autos)_OpenML,K-Means,182.6675014,0.00473794
BNG(autos)_OpenML,DBSCAN,185.3394904,-6.85E-07
BNG(autos_COMMA_10000_COMMA_1)_OpenML,AP,183.3472641,-0.000717293
BNG(autos_COMMA_10000_COMMA_1)_OpenML,K-Means,182.1138139,-0.000651651
BNG(autos_COMMA_10000_COMMA_1)_OpenML,DBSCAN,185.2805619,-6.85E-07
BNG(autos_COMMA_10000_COMMA_10)_OpenML,AP,185.2330916,0.000953927
BNG(autos_COMMA_10000_COMMA_10)_OpenML,K-Means,182.1283395,0.001273469
BNG(autos_COMMA_10000_COMMA_10)_OpenML,DBSCAN,184.7294731,-1.68E-06
BNG(autos_COMMA_10000_COMMA_5)_OpenML,AP,183.559674,-0.001485014
BNG(autos_COMMA_10000_COMMA_5)_OpenML,K-Means,181.7921484,-0.001601068
BNG(autos_COMMA_10000_COMMA_5)_OpenML,DBSCAN,186.0768564,-1.36E-06
BNG(autos_COMMA_1000_COMMA_1)_OpenML,AP,183.3567355,0.000986763
BNG(autos_COMMA_1000_COMMA_1)_OpenML,K-Means,179.7313919,0.001460394
BNG(autos_COMMA_1000_COMMA_1)_OpenML,DBSCAN,183.9882472,-1.68E-06
BNG(autos_COMMA_1000_COMMA_10)_OpenML,AP,183.1418884,-0.000414623
BNG(autos_COMMA_1000_COMMA_10)_OpenML,K-Means,181.5430427,-0.000414623
BNG(autos_COMMA_1000_COMMA_10)_OpenML,DBSCAN,180.454067,-0.000909496
BNG(autos_COMMA_1000_COMMA_5)_OpenML,AP,180.6711819,-0.000908957
BNG(autos_COMMA_1000_COMMA_5)_OpenML,K-Means,181.1854172,-0.001091792
BNG(autos_COMMA_1000_COMMA_5)_OpenML,DBSCAN,182.7539918,-4.43E-07
BNG(autos_COMMA_5000_COMMA_1)_OpenML,AP,180.7771351,-0.002095319
BNG(autos_COMMA_5000_COMMA_1)_OpenML,K-Means,179.6812193,-0.002423425
BNG(autos_COMMA_5000_COMMA_1)_OpenML,DBSCAN,183.5130801,-5.07E-07
BNG(autos_COMMA_5000_COMMA_10)_OpenML,AP,182.0416858,-0.000836207
BNG(autos_COMMA_5000_COMMA_10)_OpenML,K-Means,180.1176107,-0.000836207
BNG(autos_COMMA_5000_COMMA_10)_OpenML,DBSCAN,182.6860857,-5.02E-07
BNG(autos_COMMA_5000_COMMA_5)_OpenML,AP,181.9865386,0.00102159
BNG(autos_COMMA_5000_COMMA_5)_OpenML,K-Means,179.8898678,0.001413861
BNG(autos_COMMA_5000_COMMA_5)_OpenML,DBSCAN,183.4980633,-1.68E-06
BNG(bridges_version1)_OpenML,AP,81.29506588,-0.004002462
BNG(bridges_version1)_OpenML,K-Means,78.81533885,-0.004002462
BNG(bridges_version1)_OpenML,DBSCAN,78.04240894,-0.001708313
BNG(cholesterol)_OpenML,AP,99.09461522,-9.22E-11
BNG(cholesterol)_OpenML,K-Means,97.42678571,1.95E-10
BNG(cholesterol)_OpenML,DBSCAN,95.61104298,-1.36E-11
BNG(colic)_OpenML,AP,142.3428407,-0.006545524
BNG(colic)_OpenML,K-Means,141.2293923,-0.006545524
BNG(colic)_OpenML,DBSCAN,142.1018081,-6.55E-05
BNG(colic.ORIG)_OpenML,AP,168.6472311,-0.000129313
BNG(colic.ORIG)_OpenML,K-Means,165.7734573,-0.000129313
BNG(colic.ORIG)_OpenML,DBSCAN,168.766319,5.76E-06
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,AP,118.105715,-0.015831358
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,116.5302677,-0.020777772
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,116.6025989,-8.24E-07
BNG(cpu_act)_OpenML,AP,183.3510172,5.78E-08
BNG(cpu_act)_OpenML,K-Means,179.0974917,5.78E-08
BNG(cpu_act)_OpenML,DBSCAN,178.7198074,1.16E-09
BNG(cpu_small)_OpenML,AP,120.7150257,1.74E-08
BNG(cpu_small)_OpenML,K-Means,116.9506986,1.74E-08
BNG(cpu_small)_OpenML,DBSCAN,116.0005207,1.05E-10
BNG(credit-a)_OpenML,AP,104.5074885,0.029315468
BNG(credit-a)_OpenML,K-Means,98.48622704,0.029315468
BNG(credit-a)_OpenML,DBSCAN,98.26542115,1.12E-05
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,AP,85.80803657,0.009431548
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,81.55055642,0.009431548
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,80.05995917,1.55E-05
BNG(credit-g)_OpenML,AP,126.2110851,0.026246687
BNG(credit-g)_OpenML,K-Means,118.3097827,0.047831414
BNG(credit-g)_OpenML,DBSCAN,120.841888,0.000569864
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,AP,109.4936996,0.029540069
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,108.1259601,0.023434572
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,107.3183951,2.01E-05
BNG(cylinder-bands)_OpenML,AP,247.3706813,0.001944648
BNG(cylinder-bands)_OpenML,K-Means,240.0737979,0.000529572
BNG(cylinder-bands)_OpenML,DBSCAN,250.0224972,-3.13E-06
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,AP,200.1764696,7.91E-06
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,195.7986526,2.82E-06
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,204.7260306,3.16E-05
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,AP,171.274056,-0.000156413
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,167.4799888,0.144592474
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,176.1057949,1.62E-08
BNG(elevators)_OpenML,AP,153.9254119,0.001581397
BNG(elevators)_OpenML,K-Means,149.6358321,0.000291016
BNG(elevators)_OpenML,DBSCAN,150.2465844,0.000291016
BNG(eucalyptus)_OpenML,AP,138.7068856,-0.00192377
BNG(eucalyptus)_OpenML,K-Means,138.048193,-0.00192377
BNG(eucalyptus)_OpenML,DBSCAN,136.156179,-1.56E-06
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,AP,78.29493451,0.20305423
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,75.85175633,0.20305423
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,75.16382051,0.20305423
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,AP,80.81627774,0.210102212
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,75.88507962,0.210102212
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,74.95488238,0.210102212
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,AP,78.04340649,0.152190322
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,74.70860624,0.152190322
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,74.55899954,0.152190322
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,AP,107.5343604,-0.027917991
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,100.7996268,-0.027917991
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,101.3204427,-0.027917991
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,AP,149.6601911,0.005421999
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,141.3204911,0.031198294
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,145.5767095,0.001950428
BNG(kr-vs-kp)_OpenML,AP,184.7596064,0.006065227
BNG(kr-vs-kp)_OpenML,K-Means,178.9454892,-0.000189895
BNG(kr-vs-kp)_OpenML,DBSCAN,188.7796814,6.23E-08
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,AP,184.5492947,-2.69E-05
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,K-Means,179.532593,-0.000467885
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,DBSCAN,188.1404099,6.41E-07
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,AP,185.08988,-3.11E-05
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,K-Means,180.9382601,-2.11E-06
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,DBSCAN,180.1084154,-3.11E-05
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,AP,184.4693584,-3.62E-05
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,K-Means,188.1727123,-1.10E-06
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,DBSCAN,188.8937035,-1.10E-06
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,AP,185.3371501,-3.06E-05
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,K-Means,178.7492151,-3.06E-05
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,DBSCAN,187.8331187,1.53E-08
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,AP,183.3190427,-1.90E-05
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,K-Means,180.3976653,-2.88E-06
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,DBSCAN,192.172066,1.98E-07
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,AP,187.0414259,-1.88E-05
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,K-Means,184.11585,-1.88E-05
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,DBSCAN,187.8632364,-3.20E-07
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,AP,185.6861286,-4.49E-05
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,K-Means,179.1798663,-0.000543673
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,DBSCAN,188.6262417,3.21E-07
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,AP,184.8213379,-3.08E-05
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,K-Means,183.0456047,-3.08E-05
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,DBSCAN,190.1661143,-4.57E-07
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,AP,186.9748807,-3.11E-05
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,K-Means,182.1330373,-3.11E-05
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,DBSCAN,188.1375687,7.78E-07
BNG(labor)_OpenML,AP,100.8727841,-0.022821978
BNG(labor)_OpenML,K-Means,98.95150995,-0.022821978
BNG(labor)_OpenML,DBSCAN,96.98780751,-0.000156444
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,AP,92.38725567,0.477974592
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,88.92372823,0.134713226
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,88.02008843,0.134713226
BNG(letter)_OpenML,AP,120.7308583,0.000790431
BNG(letter)_OpenML,K-Means,119.729717,0.000790431
BNG(letter)_OpenML,DBSCAN,118.3143108,-4.20E-09
BNG(letter_COMMA_10000_COMMA_1)_OpenML,AP,121.3089859,0.001189109
BNG(letter_COMMA_10000_COMMA_1)_OpenML,K-Means,120.241992,0.001189109
BNG(letter_COMMA_10000_COMMA_1)_OpenML,DBSCAN,117.529989,-4.20E-09
BNG(letter_COMMA_10000_COMMA_10)_OpenML,AP,121.6209922,0.001382696
BNG(letter_COMMA_10000_COMMA_10)_OpenML,K-Means,120.2097468,0.001382696
BNG(letter_COMMA_10000_COMMA_10)_OpenML,DBSCAN,118.1395564,3.15E-09
BNG(letter_COMMA_10000_COMMA_5)_OpenML,AP,121.7216618,0.001235846
BNG(letter_COMMA_10000_COMMA_5)_OpenML,K-Means,120.065006,0.001235846
BNG(letter_COMMA_10000_COMMA_5)_OpenML,DBSCAN,118.4095864,1.05E-09
BNG(letter_COMMA_1000_COMMA_1)_OpenML,AP,121.5509284,0.001190585
BNG(letter_COMMA_1000_COMMA_1)_OpenML,K-Means,121.1855922,0.001190585
BNG(letter_COMMA_1000_COMMA_1)_OpenML,DBSCAN,118.0283864,-9.10E-09
BNG(letter_COMMA_1000_COMMA_10)_OpenML,AP,121.6327505,0.000436488
BNG(letter_COMMA_1000_COMMA_10)_OpenML,K-Means,118.6763668,2.18E-05
BNG(letter_COMMA_1000_COMMA_10)_OpenML,DBSCAN,118.7718005,2.18E-05
BNG(letter_COMMA_1000_COMMA_5)_OpenML,AP,124.2034402,0.000731817
BNG(letter_COMMA_1000_COMMA_5)_OpenML,K-Means,120.6441867,0.000731817
BNG(letter_COMMA_1000_COMMA_5)_OpenML,DBSCAN,118.0319235,1.05E-09
BNG(letter_COMMA_5000_COMMA_1)_OpenML,AP,121.2388008,0.001335253
BNG(letter_COMMA_5000_COMMA_1)_OpenML,K-Means,119.3967857,0.001335253
BNG(letter_COMMA_5000_COMMA_1)_OpenML,DBSCAN,118.1416733,1.05E-09
BNG(letter_COMMA_5000_COMMA_10)_OpenML,AP,122.1029248,0.001410179
BNG(letter_COMMA_5000_COMMA_10)_OpenML,K-Means,119.3200996,0.000133087
BNG(letter_COMMA_5000_COMMA_10)_OpenML,DBSCAN,118.0483894,1.05E-09
BNG(letter_COMMA_5000_COMMA_5)_OpenML,AP,121.9043946,0.001325612
BNG(letter_COMMA_5000_COMMA_5)_OpenML,K-Means,119.7959957,0.001325612
BNG(letter_COMMA_5000_COMMA_5)_OpenML,DBSCAN,117.5283074,-1.89E-09
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,AP,94.83264279,0.001272893
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,89.40331769,0.001272893
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,87.29346323,-7.06E-08
BNG(libras_move)_OpenML,AP,688.460578,3.08E-08
BNG(libras_move)_OpenML,K-Means,679.7131381,3.08E-08
BNG(libras_move)_OpenML,DBSCAN,715.2813733,2.89E-13
BNG(lymph)_OpenML,AP,101.8816636,0.093327928
BNG(lymph)_OpenML,K-Means,99.68393993,0.093327928
BNG(lymph)_OpenML,DBSCAN,99.91093588,0.001284079
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,AP,102.2280426,0.027476749
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,K-Means,100.8460369,0.027476749
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,DBSCAN,100.1416137,0.00708258
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,AP,101.4218853,0.000117712
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,K-Means,100.0687244,0.000117712
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,DBSCAN,99.58752418,3.24E-06
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,AP,102.0794935,0.000547413
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,K-Means,100.1450329,0.000547413
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,DBSCAN,100.122613,0.000162749
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,AP,101.4245663,0.000469407
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,K-Means,100.171418,0.000469407
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,DBSCAN,100.06635,0.000469407
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,AP,101.1918764,0.000805423
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,K-Means,99.64313745,0.000805423
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,DBSCAN,99.22049356,0.0001439
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,AP,101.4974897,0.007386301
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,K-Means,101.206111,0.007386301
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,DBSCAN,100.1191623,0.000162406
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,AP,101.9449573,-0.000272606
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,K-Means,100.3702967,-0.000272606
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,DBSCAN,99.41833448,3.24E-06
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,AP,100.4127035,0.05599858
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,98.40799165,0.05599858
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,97.23398089,0.000602194
BNG(mfeat-fourier)_OpenML,AP,574.2252314,0.090288225
BNG(mfeat-fourier)_OpenML,K-Means,568.0742035,0.090288225
BNG(mfeat-fourier)_OpenML,DBSCAN,580.255445,0.090288225
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,AP,367.0557013,0.080892982
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,365.1388259,0.080892982
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,374.8328753,-2.55E-10
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,AP,314.2842305,0.000500509
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,311.9447026,0.000500509
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,330.5033529,-1.21E-09
BNG(mfeat-zernike)_OpenML,AP,385.2157381,0.026291206
BNG(mfeat-zernike)_OpenML,K-Means,382.4119017,0.026291206
BNG(mfeat-zernike)_OpenML,DBSCAN,380.1998823,0.012222934
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,AP,227.0864339,0.036813219
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,222.8837621,0.000167987
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,232.5625246,-1.69E-10
BNG(page-blocks)_OpenML,AP,34.48394942,-0.00408516
BNG(page-blocks)_OpenML,K-Means,25.80744934,-0.000215263
BNG(page-blocks)_OpenML,DBSCAN,25.59732914,-0.000881713
BNG(pbc)_OpenML,AP,146.2904575,-3.26E-10
BNG(pbc)_OpenML,K-Means,142.4252319,-8.73E-11
BNG(pbc)_OpenML,DBSCAN,142.751725,7.80E-12
BNG(pendigits)_OpenML,AP,135.6620286,0.035038351
BNG(pendigits)_OpenML,K-Means,135.2284532,0.035038351
BNG(pendigits)_OpenML,DBSCAN,134.561933,7.47E-08
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,AP,94.10482311,0.071228
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,K-Means,87.71427512,0.071228
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,DBSCAN,86.50062132,4.32E-08
BNG(pharynx)_OpenML,AP,76.62397909,8.38E-12
BNG(pharynx)_OpenML,K-Means,76.21269894,3.15E-10
