BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1708935922.0419629
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,Before Merge,1708936408.7370672
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1708937202.4780936
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,Before Partitioning,1708937209.332807
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,Before Rerunning,1708937209.6373076
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,Before Merge,1708937642.6205585
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,Before AUL_ARI,1708938423.7926996
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,Before Partitioning,1708938430.6336656
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,Before Rerunning,1708938431.012174
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,Before Merge,1708938918.2379587
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,Before AUL_ARI,1708939712.8346348
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708939719.3935034
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708939719.74037
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708940275.7721744
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708941119.061834
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,Before Partitioning,1708941125.6393955
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,Before Rerunning,1708941125.9857502
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,Before Merge,1708941570.402939
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,Before AUL_ARI,1708942321.8357108
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,Before Partitioning,1708942328.5344033
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,Before Rerunning,1708942328.9039807
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,Before Merge,1708942748.9423342
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,Before AUL_ARI,1708943515.1212416
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,Before Partitioning,1708943522.257956
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,Before Rerunning,1708943522.6107216
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,Before Merge,1708944022.4493246
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,Before AUL_ARI,1708944795.8399713
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,Before Partitioning,1708944802.835409
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1708944803.1858976
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,Before Merge,1708945221.9934416
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1708945988.0781097
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,Before Partitioning,1708945995.1465492
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,Before Rerunning,1708945995.4537666
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,Before Merge,1708946306.1414773
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,Before AUL_ARI,1708947045.7073927
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,Before Partitioning,1708947052.883067
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,Before Rerunning,1708947053.2230854
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,Before Merge,1708947376.1267781
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,Before AUL_ARI,1708948110.796391
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,Before Partitioning,1708948117.8495584
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,Before Rerunning,1708948118.2444968
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,Before Merge,1708948557.494749
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,Before AUL_ARI,1708949307.2133188
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,Before Partitioning,1708949314.2184293
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,Before Rerunning,1708949314.63787
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,Before Merge,1708949733.4581528
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,Before AUL_ARI,1708950500.134012
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708950506.851152
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708950507.1583147
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708950900.6716657
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708951732.3912675
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,Before Partitioning,1708951741.0120173
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1708951741.3708549
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,Before Merge,1708952068.662082
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1708953284.1483936
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,Before Partitioning,1708953295.947337
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,Before Rerunning,1708953296.3394332
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,Before Merge,1708953624.7961016
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,Before AUL_ARI,1708954837.9903402
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,Before Partitioning,1708954848.8431435
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,Before Rerunning,1708954849.2322767
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,Before Merge,1708955177.0713913
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,Before AUL_ARI,1708956397.5802033
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,Before Partitioning,1708956408.897329
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,Before Rerunning,1708956409.2775068
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,Before Merge,1708956739.0724802
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,Before AUL_ARI,1708957953.13701
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,Before Partitioning,1708957963.9650714
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,Before Rerunning,1708957964.2728446
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,Before Merge,1708958293.3645582
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,Before AUL_ARI,1708959508.4990416
BNG(autoHorse)_OpenML,Before Partitioning,1708959517.7216637
BNG(autoHorse)_OpenML,Before Rerunning,1708959518.0957086
BNG(autoHorse)_OpenML,Before Merge,1708959822.4544008
BNG(autoHorse)_OpenML,Before AUL_ARI,1708960462.5848188
BNG(autoPrice)_OpenML,Before Partitioning,1708960468.7370322
BNG(autoPrice)_OpenML,Before Rerunning,1708960469.095165
BNG(autoPrice)_OpenML,Before Merge,1708960742.8427503
BNG(autoPrice)_OpenML,Before AUL_ARI,1708961262.3194544
BNG(auto_price)_OpenML,Before Partitioning,1708961267.4188514
BNG(auto_price)_OpenML,Before Rerunning,1708961267.7954872
BNG(auto_price)_OpenML,Before Merge,1708961541.5812733
BNG(auto_price)_OpenML,Before AUL_ARI,1708962059.276232
BNG(autos)_OpenML,Before Partitioning,1708962065.366382
BNG(autos)_OpenML,Before Rerunning,1708962065.74576
BNG(autos)_OpenML,Before Merge,1708962369.0661995
BNG(autos)_OpenML,Before AUL_ARI,1708962991.6165473
BNG(autos_COMMA_10000_COMMA_1)_OpenML,Before Partitioning,1708962998.1473901
BNG(autos_COMMA_10000_COMMA_1)_OpenML,Before Rerunning,1708962998.4982715
BNG(autos_COMMA_10000_COMMA_1)_OpenML,Before Merge,1708963298.4566276
BNG(autos_COMMA_10000_COMMA_1)_OpenML,Before AUL_ARI,1708963919.1442535
BNG(autos_COMMA_10000_COMMA_10)_OpenML,Before Partitioning,1708963926.1766028
BNG(autos_COMMA_10000_COMMA_10)_OpenML,Before Rerunning,1708963926.5287426
BNG(autos_COMMA_10000_COMMA_10)_OpenML,Before Merge,1708964224.9612756
BNG(autos_COMMA_10000_COMMA_10)_OpenML,Before AUL_ARI,1708964847.329162
BNG(autos_COMMA_10000_COMMA_5)_OpenML,Before Partitioning,1708964854.277226
BNG(autos_COMMA_10000_COMMA_5)_OpenML,Before Rerunning,1708964854.6303837
BNG(autos_COMMA_10000_COMMA_5)_OpenML,Before Merge,1708965153.8851001
BNG(autos_COMMA_10000_COMMA_5)_OpenML,Before AUL_ARI,1708965776.7208824
BNG(autos_COMMA_1000_COMMA_1)_OpenML,Before Partitioning,1708965783.7560647
BNG(autos_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1708965784.1179156
BNG(autos_COMMA_1000_COMMA_1)_OpenML,Before Merge,1708966082.6168673
BNG(autos_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1708966704.9471135
BNG(autos_COMMA_1000_COMMA_10)_OpenML,Before Partitioning,1708966712.0539095
BNG(autos_COMMA_1000_COMMA_10)_OpenML,Before Rerunning,1708966712.4303885
BNG(autos_COMMA_1000_COMMA_10)_OpenML,Before Merge,1708967007.8222492
BNG(autos_COMMA_1000_COMMA_10)_OpenML,Before AUL_ARI,1708967627.2843142
BNG(autos_COMMA_1000_COMMA_5)_OpenML,Before Partitioning,1708967634.4644492
BNG(autos_COMMA_1000_COMMA_5)_OpenML,Before Rerunning,1708967634.813809
BNG(autos_COMMA_1000_COMMA_5)_OpenML,Before Merge,1708967930.739644
BNG(autos_COMMA_1000_COMMA_5)_OpenML,Before AUL_ARI,1708968550.6952775
BNG(autos_COMMA_5000_COMMA_1)_OpenML,Before Partitioning,1708968557.6413567
BNG(autos_COMMA_5000_COMMA_1)_OpenML,Before Rerunning,1708968557.9892974
BNG(autos_COMMA_5000_COMMA_1)_OpenML,Before Merge,1708968857.724704
BNG(autos_COMMA_5000_COMMA_1)_OpenML,Before AUL_ARI,1708969479.2212894
BNG(autos_COMMA_5000_COMMA_10)_OpenML,Before Partitioning,1708969486.3220747
BNG(autos_COMMA_5000_COMMA_10)_OpenML,Before Rerunning,1708969486.70346
BNG(autos_COMMA_5000_COMMA_10)_OpenML,Before Merge,1708969782.4202552
BNG(autos_COMMA_5000_COMMA_10)_OpenML,Before AUL_ARI,1708970403.2932649
BNG(autos_COMMA_5000_COMMA_5)_OpenML,Before Partitioning,1708970410.1659138
BNG(autos_COMMA_5000_COMMA_5)_OpenML,Before Rerunning,1708970410.4735675
BNG(autos_COMMA_5000_COMMA_5)_OpenML,Before Merge,1708970707.3370142
BNG(autos_COMMA_5000_COMMA_5)_OpenML,Before AUL_ARI,1708971330.2241647
BNG(bridges_version1)_OpenML,Before Partitioning,1708971334.9944296
BNG(bridges_version1)_OpenML,Before Rerunning,1708971335.3731184
BNG(bridges_version1)_OpenML,Before Merge,1708971618.1943007
BNG(bridges_version1)_OpenML,Before AUL_ARI,1708971960.379735
BNG(cholesterol)_OpenML,Before Partitioning,1708971963.7725108
BNG(cholesterol)_OpenML,Before Rerunning,1708971964.148641
BNG(cholesterol)_OpenML,Before Merge,1708972223.9527538
BNG(cholesterol)_OpenML,Before AUL_ARI,1708972659.1545012
BNG(colic)_OpenML,Before Partitioning,1708972663.5658822
BNG(colic)_OpenML,Before Rerunning,1708972663.9116397
BNG(colic)_OpenML,Before Merge,1708972935.3989778
BNG(colic)_OpenML,Before AUL_ARI,1708973479.2615287
BNG(colic.ORIG)_OpenML,Before Partitioning,1708973484.997973
BNG(colic.ORIG)_OpenML,Before Rerunning,1708973485.3517208
BNG(colic.ORIG)_OpenML,Before Merge,1708973754.2803347
BNG(colic.ORIG)_OpenML,Before AUL_ARI,1708974366.505885
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708974371.6648905
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708974372.0075
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708974651.4771583
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708975195.871442
BNG(cpu_act)_OpenML,Before Partitioning,1708975201.6337261
BNG(cpu_act)_OpenML,Before Rerunning,1708975202.0103545
BNG(cpu_act)_OpenML,Before Merge,1708975498.171745
BNG(cpu_act)_OpenML,Before AUL_ARI,1708976110.1844478
BNG(cpu_small)_OpenML,Before Partitioning,1708976115.8183603
BNG(cpu_small)_OpenML,Before Rerunning,1708976116.1684203
BNG(cpu_small)_OpenML,Before Merge,1708976399.2693884
BNG(cpu_small)_OpenML,Before AUL_ARI,1708976844.5959623
BNG(credit-a)_OpenML,Before Partitioning,1708976848.6274815
BNG(credit-a)_OpenML,Before Rerunning,1708976848.9361377
BNG(credit-a)_OpenML,Before Merge,1708977309.0980744
BNG(credit-a)_OpenML,Before AUL_ARI,1708977933.562933
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708977937.0025697
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708977937.3651893
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708978236.141929
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708978601.2741945
BNG(credit-g)_OpenML,Before Partitioning,1708978604.9909575
BNG(credit-g)_OpenML,Before Rerunning,1708978605.3425438
BNG(credit-g)_OpenML,Before Merge,1708979089.879656
BNG(credit-g)_OpenML,Before AUL_ARI,1708979576.9708936
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708979581.038711
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708979581.3920922
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708979853.878138
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708980363.8951752
BNG(cylinder-bands)_OpenML,Before Partitioning,1708980370.3477502
BNG(cylinder-bands)_OpenML,Before Rerunning,1708980370.6991084
BNG(cylinder-bands)_OpenML,Before Merge,1708980773.203193
BNG(cylinder-bands)_OpenML,Before AUL_ARI,1708981646.171912
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708981654.0856345
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708981654.395423
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708981934.3012936
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708982675.3986464
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708982681.819943
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708982682.2116401
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708982947.748631
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708983592.295212
BNG(elevators)_OpenML,Before Partitioning,1708983598.2517827
BNG(elevators)_OpenML,Before Rerunning,1708983598.6437047
BNG(elevators)_OpenML,Before Merge,1708983884.4287734
BNG(elevators)_OpenML,Before AUL_ARI,1708984400.5566635
BNG(eucalyptus)_OpenML,Before Partitioning,1708984405.9317703
BNG(eucalyptus)_OpenML,Before Rerunning,1708984406.2416012
BNG(eucalyptus)_OpenML,Before Merge,1708984814.770839
BNG(eucalyptus)_OpenML,Before AUL_ARI,1708985395.6923003
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708985399.5789933
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708985399.9276745
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708985734.8549087
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708986176.8691046
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708986179.8169622
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708986180.170772
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708986623.619059
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708987042.259431
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708987045.0884418
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708987045.435489
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708987352.9179583
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708987790.1983883
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708987793.54029
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708987793.8909154
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708988237.2107038
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708988776.8430805
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1708988781.356168
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1708988781.6793795
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1708989631.4053588
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1708990380.73731
BNG(kr-vs-kp)_OpenML,Before Partitioning,1708990386.797271
BNG(kr-vs-kp)_OpenML,Before Rerunning,1708990387.1078076
BNG(kr-vs-kp)_OpenML,Before Merge,1708990721.3870604
BNG(kr-vs-kp)_OpenML,Before AUL_ARI,1708991539.894115
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,Before Partitioning,1708991546.794741
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,Before Rerunning,1708991547.1054513
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,Before Merge,1708991885.463225
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,Before AUL_ARI,1708992702.0367777
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,Before Partitioning,1708992709.0797076
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,Before Rerunning,1708992709.4255652
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,Before Merge,1708993037.5281062
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,Before AUL_ARI,1708993846.3516457
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,Before Partitioning,1708993853.3700237
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,Before Rerunning,1708993853.761451
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,Before Merge,1708994185.0256295
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,Before AUL_ARI,1708994999.715928
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,Before Partitioning,1708995006.595727
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1708995006.9472065
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,Before Merge,1708995336.4065404
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1708996148.1791353
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,Before Partitioning,1708996155.1479418
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,Before Rerunning,1708996155.4577167
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,Before Merge,1708996480.3140519
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,Before AUL_ARI,1708997290.9251971
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,Before Partitioning,1708997297.9396813
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,Before Rerunning,1708997298.2531755
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,Before Merge,1708997624.9862447
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,Before AUL_ARI,1708998434.6404698
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,Before Partitioning,1708998441.5973778
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,Before Rerunning,1708998441.9074397
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,Before Merge,1708998778.854784
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,Before AUL_ARI,1708999596.8346887
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,Before Partitioning,1708999603.7703195
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,Before Rerunning,1708999604.079426
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,Before Merge,1708999929.2536128
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,Before AUL_ARI,1709000739.0404892
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,Before Partitioning,1709000745.9690413
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,Before Rerunning,1709000746.2795763
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,Before Merge,1709001069.9290993
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,Before AUL_ARI,1709001879.4286878
BNG(labor)_OpenML,Before Partitioning,1709001884.6322043
BNG(labor)_OpenML,Before Rerunning,1709001884.984218
BNG(labor)_OpenML,Before Merge,1709002203.8103676
BNG(labor)_OpenML,Before AUL_ARI,1709002715.8375316
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,Before Partitioning,1709002719.3199723
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,Before Rerunning,1709002719.6304688
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,Before Merge,1709003047.7125602
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,Before AUL_ARI,1709003528.1598904
BNG(letter)_OpenML,Before Partitioning,1709003532.0008986
BNG(letter)_OpenML,Before Rerunning,1709003532.3469455
BNG(letter)_OpenML,Before Merge,1709003804.8205223
BNG(letter)_OpenML,Before AUL_ARI,1709004299.157299
BNG(letter_COMMA_10000_COMMA_1)_OpenML,Before Partitioning,1709004303.4549766
BNG(letter_COMMA_10000_COMMA_1)_OpenML,Before Rerunning,1709004303.8460052
BNG(letter_COMMA_10000_COMMA_1)_OpenML,Before Merge,1709004577.6193326
BNG(letter_COMMA_10000_COMMA_1)_OpenML,Before AUL_ARI,1709005072.1592455
BNG(letter_COMMA_10000_COMMA_10)_OpenML,Before Partitioning,1709005076.532547
BNG(letter_COMMA_10000_COMMA_10)_OpenML,Before Rerunning,1709005076.8415096
BNG(letter_COMMA_10000_COMMA_10)_OpenML,Before Merge,1709005349.094673
BNG(letter_COMMA_10000_COMMA_10)_OpenML,Before AUL_ARI,1709005843.561575
BNG(letter_COMMA_10000_COMMA_5)_OpenML,Before Partitioning,1709005847.8759115
BNG(letter_COMMA_10000_COMMA_5)_OpenML,Before Rerunning,1709005848.1845658
BNG(letter_COMMA_10000_COMMA_5)_OpenML,Before Merge,1709006121.2435267
BNG(letter_COMMA_10000_COMMA_5)_OpenML,Before AUL_ARI,1709006614.7526069
BNG(letter_COMMA_1000_COMMA_1)_OpenML,Before Partitioning,1709006619.0526354
BNG(letter_COMMA_1000_COMMA_1)_OpenML,Before Rerunning,1709006619.4115093
BNG(letter_COMMA_1000_COMMA_1)_OpenML,Before Merge,1709006892.4894478
BNG(letter_COMMA_1000_COMMA_1)_OpenML,Before AUL_ARI,1709007385.9087286
BNG(letter_COMMA_1000_COMMA_10)_OpenML,Before Partitioning,1709007390.2098002
