BNG(autoHorse)_OpenML,2,0
BNG(cholesterol)_OpenML,2,0
BNG(autoPrice)_OpenML,2,0
BNG(pharynx)_OpenML,2,0
BNG(2dplanes)_OpenML,2,0
BNG(elevators)_OpenML,2,0
BNG(cpu_small)_OpenML,2,0
BNG(pwLinear)_OpenML,2,0
BNG(wine_quality)_OpenML,2,0
BNG(Australian)_OpenML,2,0
BNG(satellite_image)_OpenML,2,0
BNG(Ailerons)_OpenML,2,0
BNG(libras_move)_OpenML,2,0
BNG(vowel)_OpenML,2,0
BNG(puma32H)_OpenML,2,0
BNG(SPECT)_OpenML,2,0
BNG(SPECTF)_OpenML,2,0
BNG(mv)_OpenML,2,0
BNG(JapaneseVowels)_OpenML,2,0
Click_prediction_small_OpenML,2,0
Click_prediction_small_OpenML,2,0
Click_prediction_small_OpenML,2,0
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(anneal_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,2,0
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,2,0
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,2,0
BNG(letter_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(letter_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(letter_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(letter_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(letter_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(letter_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(letter_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(letter_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(letter_COMMA_10000_COMMA_10)_OpenML,2,0
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(audiology_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(autos_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(autos_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(autos_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(autos_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(autos_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(autos_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(autos_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(autos_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(autos_COMMA_10000_COMMA_10)_OpenML,2,0
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,2,0
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,2,0
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,2,0
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,2,0
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,2,0
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,2,0
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,2,0
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,2,0
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,2,0
spoken-arabic-digit_OpenML,2,0
poker-hand_OpenML,2,0
poker-hand_OpenML,2,0
covertype_OpenML,2,0
creditcard_OpenML,2,0
Diabetes130US_OpenML,2,0
Buzzinsocialmedia_Twitter_OpenML,2,0
numerai28.6_OpenML,2,0
BNG(credit-g)_OpenML,2,0
BNG(spambase)_OpenML,2,0
BNG(optdigits)_OpenML,2,0
